ImageId,class_1,class_2,class_3,class_4,has_defect
438caa473.jpg,0,0,0,0,0
a1b3fa11b.jpg,1,0,0,0,1
a5f52444d.jpg,0,0,0,0,0
13f563a54.jpg,0,0,0,0,0
e9d0de676.jpg,0,0,1,0,1
b494c20d6.jpg,0,0,0,0,0
4429c5e55.jpg,0,0,0,0,0
bf24a03ac.jpg,0,0,1,0,1
e74522431.jpg,0,0,0,0,0
927ba7fc4.jpg,0,0,0,0,0
820a86bdd.jpg,0,0,0,1,1
0ff2850a2.jpg,0,0,1,0,1
380c01646.jpg,1,0,0,0,1
551b840d2.jpg,0,0,1,0,1
f33e7fc05.jpg,0,0,1,0,1
0d7afc7a6.jpg,0,0,0,0,0
6e34351b6.jpg,0,0,1,0,1
d5345c3da.jpg,0,0,1,0,1
ebcfa79fd.jpg,0,0,1,0,1
6ac1c730f.jpg,0,0,1,0,1
c6cb040ad.jpg,0,0,1,0,1
59c00ad1f.jpg,0,0,1,0,1
7be8a27c8.jpg,1,0,0,0,1
87f167395.jpg,0,0,0,0,0
81137ae8b.jpg,0,0,1,0,1
40b90abe8.jpg,0,0,1,0,1
3e9882356.jpg,0,0,0,0,0
a5006914c.jpg,0,0,1,0,1
4e2e1bdb7.jpg,0,0,1,0,1
537e66c26.jpg,1,0,0,0,1
c38ded308.jpg,0,0,0,0,0
ae2c96c4e.jpg,0,0,1,0,1
d8cc693b1.jpg,0,0,0,0,0
1ef276277.jpg,0,0,1,0,1
05396b495.jpg,0,0,1,0,1
7c6880fc1.jpg,0,0,0,0,0
78b5bc846.jpg,0,1,0,0,1
6550a2b76.jpg,0,0,0,0,0
b4a2c233f.jpg,0,0,0,0,0
68e9a1ae8.jpg,0,0,0,0,0
95a319375.jpg,0,0,0,0,0
3adb7c36d.jpg,0,0,1,0,1
524015c26.jpg,0,0,0,0,0
fc9f88417.jpg,0,0,1,0,1
ed60642e0.jpg,0,0,0,0,0
c5ee627e2.jpg,0,0,1,0,1
ded5c87e8.jpg,0,0,1,0,1
28eea1b0a.jpg,0,0,0,0,0
a7655a8d3.jpg,0,0,1,0,1
ea69073bd.jpg,0,0,1,0,1
8a28acf4e.jpg,0,0,0,0,0
3bd3c2a95.jpg,0,0,0,0,0
6e30e4696.jpg,0,0,1,0,1
6a81d86ab.jpg,0,0,0,0,0
badc586ae.jpg,0,0,1,0,1
8040474f4.jpg,0,0,0,0,0
c2b446019.jpg,0,0,1,0,1
03ba7286b.jpg,0,0,0,0,0
b3af1181e.jpg,0,0,0,0,0
5a96ebdcf.jpg,0,0,1,0,1
17840def7.jpg,0,0,0,0,0
57461a858.jpg,0,0,0,0,0
82add8f46.jpg,0,0,0,0,0
09a3a5730.jpg,0,0,0,0,0
c303505d3.jpg,0,0,0,0,0
d4af6d206.jpg,0,0,1,0,1
cd914e3f8.jpg,0,0,0,0,0
65e2c4248.jpg,0,0,0,0,0
207d87ea7.jpg,0,0,1,0,1
9ea0fe458.jpg,0,0,0,0,0
446b81b06.jpg,0,0,0,0,0
bacfd8fc8.jpg,0,0,1,0,1
bfa249587.jpg,0,0,1,0,1
c5054fd93.jpg,0,0,1,0,1
e1560e1d0.jpg,0,0,1,0,1
bcda255e8.jpg,0,0,0,0,0
a17df17bd.jpg,0,0,0,0,0
57258d636.jpg,0,0,0,0,0
9364ef68b.jpg,0,0,0,0,0
a4cef60d1.jpg,0,0,1,0,1
7095dc41e.jpg,0,0,1,0,1
fe6065792.jpg,0,0,0,0,0
23b06f857.jpg,0,0,0,1,1
97d7de56a.jpg,0,0,0,0,0
5f11a4623.jpg,1,0,1,0,1
bae6afeb1.jpg,0,0,0,0,0
94c910b08.jpg,0,0,1,0,1
2c405a793.jpg,0,0,0,0,0
8bba1760b.jpg,0,0,0,0,0
6143631ab.jpg,0,0,1,0,1
6ce9bf7f7.jpg,0,0,1,0,1
d9efa06f0.jpg,0,0,0,0,0
871f864ef.jpg,0,0,0,0,0
4c13a35f4.jpg,0,0,0,0,0
4d872dfd7.jpg,0,0,0,0,0
5d2fe9f45.jpg,1,0,0,0,1
f7911bc46.jpg,0,0,0,0,0
fe01b0ce0.jpg,0,0,1,0,1
748dffce7.jpg,0,0,1,0,1
6e6f0e760.jpg,0,0,1,0,1
dd939d22f.jpg,0,0,0,0,0
c5a43f4e1.jpg,0,0,1,0,1
2745ecf6b.jpg,0,0,1,0,1
10120e148.jpg,0,0,0,0,0
2db969d6b.jpg,0,0,1,0,1
000a4bcdd.jpg,1,0,0,0,1
a56476e8b.jpg,0,0,0,0,0
6cbc3708d.jpg,0,0,1,0,1
4d4dd1754.jpg,0,0,1,0,1
1ec98acac.jpg,0,0,1,0,1
914cf1f65.jpg,0,0,0,0,0
a7942bafe.jpg,0,0,1,0,1
c7370d3be.jpg,0,0,0,0,0
340364e5b.jpg,0,0,0,0,0
ef6febf17.jpg,0,0,0,0,0
f25c52683.jpg,0,0,0,0,0
ee63f3e1e.jpg,0,0,0,0,0
346458b63.jpg,0,0,0,0,0
a01c8ce20.jpg,0,0,1,0,1
4687087d5.jpg,0,0,0,0,0
5ba43097d.jpg,0,0,1,0,1
ed992aa5a.jpg,0,0,0,0,0
30fd94c0e.jpg,0,0,0,0,0
b197ca6e6.jpg,0,0,0,0,0
190190a6f.jpg,0,0,0,1,1
af7a5f3e7.jpg,0,0,0,0,0
cdd6cac95.jpg,0,0,1,0,1
8a06952d6.jpg,0,0,0,0,0
cb9991b64.jpg,0,0,0,0,0
9ddbb8f42.jpg,0,0,1,0,1
76601163a.jpg,0,0,0,0,0
ac47aefbc.jpg,0,0,0,1,1
a434d334f.jpg,0,0,1,0,1
739f32100.jpg,0,0,1,0,1
5a2a644d9.jpg,0,0,1,0,1
301fc5e57.jpg,0,0,1,0,1
c8330f9d9.jpg,0,0,0,0,0
62cf0b008.jpg,0,0,0,0,0
71f687e7d.jpg,0,0,1,0,1
a8c34c3ee.jpg,0,0,0,0,0
1b6743f6e.jpg,0,0,1,0,1
6377c76ee.jpg,0,0,0,0,0
3c0b48018.jpg,0,0,0,0,0
2c5094bf8.jpg,0,0,0,0,0
c6ee10d49.jpg,0,0,0,0,0
b7d19b506.jpg,1,0,0,0,1
77dc1cea6.jpg,0,0,1,0,1
fa6a65776.jpg,0,0,0,0,0
69f290a7f.jpg,1,0,1,0,1
3b3cdf141.jpg,0,0,0,0,0
e8aacce9c.jpg,0,0,1,0,1
01cfacf80.jpg,0,0,1,1,1
f6091ef22.jpg,0,0,1,0,1
3a2f71136.jpg,0,0,1,0,1
1cb27ff90.jpg,0,0,1,0,1
650fa0a7a.jpg,0,0,1,0,1
386e34822.jpg,0,0,0,0,0
64b61a1b3.jpg,0,0,1,0,1
08f5d5a29.jpg,0,0,0,0,0
26c156283.jpg,1,0,0,0,1
d2f07a8db.jpg,1,0,0,0,1
3f4cb099f.jpg,0,0,0,0,0
a17bb5212.jpg,0,0,0,0,0
c169ffecd.jpg,0,0,0,0,0
b646b6038.jpg,0,0,0,1,1
476efaa3d.jpg,0,0,1,1,1
ddb6adb93.jpg,0,0,0,0,0
5e08ca8ee.jpg,0,0,0,0,0
9078fb095.jpg,0,0,1,0,1
5dc613459.jpg,0,0,0,0,0
4e10c8425.jpg,0,0,0,0,0
4fda927f8.jpg,0,0,0,0,0
65d3d7a0c.jpg,0,0,1,0,1
74661f8d7.jpg,0,0,1,0,1
bbbfc8375.jpg,0,0,0,0,0
7249ae1f4.jpg,0,0,1,0,1
ff4ddccf9.jpg,0,0,1,0,1
478dc217a.jpg,0,0,0,0,0
4c03cad47.jpg,0,0,1,0,1
c33c289a5.jpg,0,0,0,0,0
e2c3eb1ff.jpg,0,0,0,0,0
bbd5080f6.jpg,0,0,0,0,0
c838e1ba6.jpg,0,0,0,0,0
f1becb8a5.jpg,0,0,1,1,1
c18e129a3.jpg,0,0,1,0,1
4a83765e1.jpg,0,0,0,0,0
719519f07.jpg,1,0,0,0,1
29a47d219.jpg,0,0,0,0,0
e07c94229.jpg,0,0,1,0,1
f383950e8.jpg,0,0,1,1,1
c0d04c74f.jpg,0,0,1,0,1
303f25bee.jpg,0,0,0,1,1
66c5ec0b4.jpg,0,0,0,0,0
8d84eea51.jpg,0,0,1,0,1
a05708135.jpg,0,0,1,0,1
2eea8fb3c.jpg,0,0,0,0,0
91222b4c9.jpg,0,0,1,0,1
1f4f2cbae.jpg,0,0,0,0,0
4ee32c458.jpg,0,0,1,0,1
b6f5f2414.jpg,0,0,1,0,1
5c3e81694.jpg,1,0,0,0,1
38f68bc1c.jpg,0,0,0,0,0
3c7e032fc.jpg,0,0,1,0,1
6d38f43aa.jpg,0,0,0,0,0
0b1235e38.jpg,0,0,1,0,1
b52d1fcd8.jpg,0,0,0,0,0
362513350.jpg,0,0,0,0,0
36c07efbe.jpg,0,0,1,0,1
ed8678cea.jpg,1,0,0,0,1
f1bf46783.jpg,0,0,1,0,1
1483bc52d.jpg,0,0,1,0,1
8ef5515f7.jpg,0,0,0,0,0
a2554a434.jpg,0,0,0,0,0
d79e948c4.jpg,1,0,0,0,1
cacd251d2.jpg,0,0,1,0,1
ec921fcc7.jpg,0,0,1,0,1
3bd3e2934.jpg,0,0,0,0,0
39280f44b.jpg,0,0,0,0,0
e57c6ff76.jpg,0,0,1,0,1
fdf8a8fda.jpg,0,0,0,0,0
39b6f2376.jpg,1,0,0,0,1
277ebde3b.jpg,1,0,0,0,1
75731cda9.jpg,0,0,0,0,0
776ed4605.jpg,0,1,0,0,1
d1a774781.jpg,0,0,1,0,1
d6674b01e.jpg,0,0,1,0,1
40f56ca26.jpg,0,0,0,1,1
1a4bfb910.jpg,0,0,0,0,0
e91e8cf28.jpg,0,0,0,0,0
4e46ce4ca.jpg,0,0,1,0,1
ba1848fc8.jpg,0,0,0,0,0
621c327d0.jpg,0,0,0,0,0
03f15daba.jpg,0,0,0,0,0
e6c9dba7f.jpg,0,0,0,0,0
0829af407.jpg,1,0,0,0,1
86d953299.jpg,0,0,1,0,1
e63a509d7.jpg,0,0,0,0,0
66849c8bd.jpg,0,0,1,0,1
99c626f1b.jpg,0,0,0,0,0
2165057fa.jpg,0,0,0,0,0
c92792c38.jpg,0,0,0,0,0
4aa5742ee.jpg,0,0,0,0,0
3467968c0.jpg,0,0,1,0,1
00dcb19f3.jpg,0,0,0,0,0
efa836d61.jpg,0,0,1,0,1
c92d8ef22.jpg,0,0,0,0,0
13c9921d2.jpg,0,0,1,0,1
6e71531ae.jpg,0,0,0,1,1
5bec4663f.jpg,0,0,1,0,1
582f0666f.jpg,0,0,1,0,1
789847732.jpg,0,0,0,0,0
a662c0df3.jpg,0,0,0,0,0
a14e96726.jpg,0,0,1,0,1
f27cf9c58.jpg,0,1,0,0,1
6bc6e2cbc.jpg,0,0,0,0,0
1339dae37.jpg,0,0,0,0,0
5a9da43e1.jpg,0,0,0,0,0
9941cb9f1.jpg,0,0,1,0,1
4d6973926.jpg,0,0,1,0,1
eefe5b710.jpg,0,0,0,1,1
5b537b5fa.jpg,0,0,0,1,1
a72c797c1.jpg,0,0,0,0,0
2ded1960e.jpg,0,0,1,0,1
f2b20ecf8.jpg,0,0,0,0,0
d9bfea1ea.jpg,0,0,1,0,1
87c733c21.jpg,1,0,0,0,1
7b90bf5c9.jpg,0,0,0,0,0
f71c37a0f.jpg,0,0,1,0,1
b89490249.jpg,0,0,1,0,1
38b921939.jpg,0,0,1,1,1
e387ce326.jpg,0,0,0,0,0
503d78c6f.jpg,0,0,1,0,1
bc486ffb1.jpg,0,0,0,0,0
7f52709ea.jpg,1,0,0,0,1
49da138ee.jpg,0,0,0,1,1
51dfcda89.jpg,0,0,0,0,0
743f86720.jpg,0,0,0,0,0
523fee62c.jpg,0,0,1,0,1
52d0d8da4.jpg,0,0,0,1,1
ed94e8b34.jpg,0,0,1,0,1
d3034da7a.jpg,0,0,0,0,0
8cc1c837b.jpg,0,0,1,0,1
3773d544e.jpg,0,0,0,0,0
25e4f6ba7.jpg,0,0,0,0,0
bec23c703.jpg,0,0,0,0,0
77e1644b2.jpg,0,0,1,0,1
99ab45301.jpg,0,0,0,0,0
0debf180d.jpg,0,0,0,0,0
1cf5ea893.jpg,0,0,0,0,0
b4fb938fd.jpg,0,0,1,0,1
423caf51d.jpg,0,0,1,0,1
124204a30.jpg,0,0,1,0,1
31b2a69f4.jpg,0,0,0,0,0
3c0b4c0b0.jpg,0,0,0,0,0
bb4e89121.jpg,0,0,1,0,1
ad5a2ea44.jpg,0,0,1,0,1
e837ab860.jpg,0,0,0,0,0
1ad10c316.jpg,1,0,0,0,1
115d51e4f.jpg,0,0,0,0,0
7de37a671.jpg,0,0,1,0,1
f7202186a.jpg,0,0,0,0,0
1fc4c5a4b.jpg,0,0,1,0,1
3e519e65d.jpg,0,0,0,1,1
708b5813f.jpg,0,0,1,0,1
0ca915b9f.jpg,0,0,1,0,1
16073dd8e.jpg,0,0,0,0,0
3012f44e9.jpg,0,0,1,0,1
a31917703.jpg,0,0,0,0,0
1d2202772.jpg,0,0,0,0,0
60bed88a7.jpg,0,0,0,0,0
90b0043d9.jpg,0,0,0,0,0
af7db8470.jpg,0,0,1,0,1
cbcd45716.jpg,0,0,1,0,1
77c7c7966.jpg,0,0,1,0,1
4a9bd840f.jpg,0,0,1,1,1
be4279ae1.jpg,0,0,1,0,1
608bd49bc.jpg,0,0,0,0,0
5cf49344a.jpg,0,0,0,0,0
9c5e87950.jpg,0,0,0,0,0
2c12af0fc.jpg,0,0,0,0,0
90010b3b7.jpg,0,0,0,0,0
9d3bed2a3.jpg,0,0,0,0,0
d44663f51.jpg,0,0,1,0,1
2dd290c91.jpg,0,0,1,0,1
364e66340.jpg,0,0,0,0,0
6a248797a.jpg,1,0,0,0,1
f7fc733a7.jpg,0,0,1,0,1
bdff0aefc.jpg,0,0,1,0,1
a9d679c95.jpg,0,0,0,0,0
24a91d324.jpg,0,0,1,0,1
bfc738650.jpg,0,0,0,1,1
8d0addbbc.jpg,0,0,1,0,1
d075922ef.jpg,0,0,0,0,0
e0354613c.jpg,0,0,0,0,0
74abdf1ef.jpg,0,0,1,0,1
df052e6d3.jpg,0,0,0,0,0
c54db71af.jpg,0,0,0,1,1
112624ebb.jpg,0,0,0,0,0
6b0b37549.jpg,0,0,0,1,1
b9517e2e2.jpg,0,0,1,0,1
1d3b3b762.jpg,0,0,0,0,0
54c4f7afa.jpg,0,0,1,0,1
37f331c96.jpg,0,0,1,0,1
461fb4927.jpg,1,0,0,0,1
b2488a745.jpg,0,0,0,1,1
0934b8bff.jpg,1,0,0,0,1
51cd72108.jpg,0,0,0,0,0
7db3010d1.jpg,0,0,0,0,0
1efff24a0.jpg,0,0,1,0,1
c7f5f72b0.jpg,0,0,0,0,0
770431e9a.jpg,0,0,0,0,0
f8dcae030.jpg,0,0,1,0,1
396851647.jpg,0,0,0,0,0
040fcc2f1.jpg,0,0,0,0,0
3a9bcbdbf.jpg,0,0,0,1,1
5a3c3a927.jpg,0,0,1,0,1
cea2ea962.jpg,0,0,0,1,1
591f6444c.jpg,0,0,0,0,0
dd154baf9.jpg,0,0,0,0,0
3046d724c.jpg,0,0,0,0,0
a9af4d1c1.jpg,0,0,0,0,0
6966ed5f1.jpg,0,1,0,0,1
9576b930b.jpg,0,0,0,0,0
ae6d0bf01.jpg,0,0,1,0,1
1f384e1f4.jpg,0,0,0,0,0
9cccdc9c0.jpg,0,0,1,0,1
ae8e00590.jpg,0,0,0,0,0
a21d00db9.jpg,0,0,1,0,1
e054a983d.jpg,0,0,1,0,1
0e232ce72.jpg,0,0,0,1,1
6ae3db7d0.jpg,0,0,0,0,0
abdf26bbd.jpg,0,0,0,0,0
07a5651ce.jpg,0,0,1,0,1
2e2b38b6d.jpg,0,0,0,0,0
fa764f687.jpg,0,0,0,0,0
47d9b630e.jpg,0,0,1,0,1
0f8305adb.jpg,0,0,0,1,1
04d49c95d.jpg,0,0,1,0,1
41977e060.jpg,0,0,1,0,1
6842d4cd3.jpg,0,0,0,0,0
b03bdbc0c.jpg,0,0,0,0,0
19fd40586.jpg,0,0,0,0,0
40da1d1ad.jpg,0,0,0,0,0
3f272083c.jpg,0,0,1,0,1
ed3942a81.jpg,0,0,0,0,0
f95284047.jpg,0,0,1,0,1
e9fa75516.jpg,0,0,1,0,1
72b465391.jpg,1,0,0,0,1
7ac8253f5.jpg,0,0,0,0,0
0dd8c9f61.jpg,0,0,1,0,1
50f53c152.jpg,0,0,0,0,0
2959d7fb1.jpg,0,1,0,0,1
1f1a35501.jpg,0,0,0,0,0
bb65f4269.jpg,0,0,0,1,1
b35a08d7a.jpg,0,0,1,0,1
18b1bb78a.jpg,0,0,0,0,0
bb6f86b58.jpg,0,0,0,0,0
e31f8c3de.jpg,0,0,0,1,1
a97d3a84e.jpg,0,0,0,1,1
174af9fd6.jpg,0,0,1,0,1
8dfcc174b.jpg,0,0,1,0,1
ea64f7fc8.jpg,0,0,0,0,0
311edf4e4.jpg,1,0,0,0,1
c12842f5e.jpg,0,0,1,0,1
e32bb7b41.jpg,0,0,1,0,1
254f1326a.jpg,0,0,0,0,0
155d2590e.jpg,0,0,0,0,0
4bf441d2e.jpg,0,0,0,0,0
8afa9dfaf.jpg,0,0,0,0,0
4a7295387.jpg,0,0,0,0,0
e6b97f991.jpg,0,0,1,0,1
5c3ba387a.jpg,0,0,1,0,1
6950bbedb.jpg,0,0,0,0,0
af4cdefaa.jpg,0,0,1,0,1
73cdb1d89.jpg,0,0,1,0,1
fa3828a07.jpg,0,0,1,0,1
4aed3c85d.jpg,0,0,0,0,0
14e90eb54.jpg,0,0,1,0,1
482e2e173.jpg,0,0,0,0,0
30fc6e17e.jpg,0,0,0,0,0
e29a708e0.jpg,1,0,0,0,1
09e06e897.jpg,0,0,1,0,1
e097b9586.jpg,0,0,0,0,0
d12e3a4dc.jpg,0,0,0,0,0
2e10357c2.jpg,1,0,0,0,1
2bca350a2.jpg,0,0,0,0,0
766438a3b.jpg,0,0,1,0,1
a025c6ed2.jpg,0,0,1,0,1
210140342.jpg,0,0,0,0,0
631eb3826.jpg,0,0,1,0,1
e495d5456.jpg,0,0,1,1,1
8a49034a3.jpg,0,0,0,0,0
e2cc5ba4f.jpg,0,0,0,0,0
10b23eabe.jpg,0,0,1,0,1
c10467a1f.jpg,0,0,1,0,1
2d15d9135.jpg,0,0,1,0,1
d0ba35b7f.jpg,1,0,0,0,1
008479d08.jpg,0,0,0,0,0
89472ccc3.jpg,0,0,0,0,0
38f7b097e.jpg,0,0,1,0,1
e56f52c1e.jpg,0,1,0,0,1
7ee479373.jpg,0,0,1,0,1
017d75655.jpg,0,0,0,0,0
e6a44cda3.jpg,0,0,1,0,1
c357d41a1.jpg,0,0,1,0,1
bf96d0602.jpg,0,0,1,0,1
b023d90ff.jpg,0,0,1,0,1
b859b9175.jpg,0,0,0,0,0
436398e3b.jpg,0,0,1,0,1
98bb73faf.jpg,1,0,0,0,1
f27dfe80a.jpg,0,0,1,0,1
6e91d0773.jpg,0,0,0,0,0
29e57e1de.jpg,0,0,1,0,1
65829e956.jpg,0,0,0,0,0
51632c4a4.jpg,0,0,1,0,1
b79a0d30f.jpg,0,0,1,1,1
e4173df9a.jpg,0,0,0,0,0
363cb0c44.jpg,0,0,0,0,0
31960a851.jpg,0,0,0,0,0
a323256b5.jpg,0,0,0,0,0
b8a7c74b3.jpg,0,0,1,0,1
5da0590e5.jpg,0,0,0,0,0
71553a0d8.jpg,0,0,1,1,1
dd172eb82.jpg,0,0,1,0,1
90b51d4f7.jpg,0,0,1,0,1
632133372.jpg,0,0,1,0,1
de5a08726.jpg,1,0,0,0,1
a1c385029.jpg,0,0,1,0,1
0ec69ca92.jpg,0,0,1,0,1
3612b5c6b.jpg,0,0,0,0,0
61b5984bb.jpg,0,0,0,0,0
dd4508ac4.jpg,0,0,0,0,0
846a8ccab.jpg,0,0,1,0,1
144e06202.jpg,0,0,0,0,0
0b1a4d585.jpg,1,0,0,0,1
4d38c353e.jpg,0,0,1,1,1
9c42e727c.jpg,0,0,0,1,1
5377dbac1.jpg,0,0,1,0,1
f4d41a007.jpg,0,0,0,0,0
0fb56c62d.jpg,1,0,0,0,1
002af848d.jpg,0,0,0,1,1
1863eb011.jpg,0,0,0,0,0
2cffa3a1a.jpg,0,0,0,0,0
318ad28c6.jpg,0,0,0,0,0
63c0e226d.jpg,0,0,0,0,0
6d65f84f0.jpg,0,0,0,0,0
1bbd2bc64.jpg,0,0,0,0,0
d77e9ff45.jpg,0,0,0,1,1
84d0c1ee2.jpg,0,0,0,0,0
fed07ccf3.jpg,1,0,0,0,1
17de32215.jpg,0,0,0,0,0
ab9ac2006.jpg,0,0,0,0,0
686d19124.jpg,0,0,0,0,0
0ba4c4183.jpg,0,0,0,0,0
32dfb96b8.jpg,0,0,0,0,0
d571030d2.jpg,0,0,1,0,1
efe30162b.jpg,0,0,1,0,1
2fb37ce84.jpg,0,0,0,0,0
439f1a016.jpg,1,0,0,0,1
13d727efa.jpg,0,0,0,0,0
fa6905f76.jpg,0,0,0,0,0
4c6a55f89.jpg,0,0,0,1,1
aad347618.jpg,0,0,1,0,1
deb036a27.jpg,0,0,1,0,1
93fb48b72.jpg,0,0,0,0,0
